Código DANE,País/ET/Municipios,Departamento,Establecimientos educativos,Sector,Calendario,Matriculados,Publicados,PUESTO SABER11,Promedio Puntaje Global SABER 11,Desviación General,FORMULA 1,FORMULA 2,FORMULA 3,TOTAL
268406000233,LEBRIJA,SANTANDER,INSTITUCION EDUCATIVA  LA ESTACION,Oficial,A,9,9,1579,282,43,0.588,#N/A,0.867692308,#N/A
266572001245,PUEBLO RICO,RISARALDA,I.E. INTERCULTURAL DOKABU,Oficial,A,22,16,9106,181,21,0.49075,#N/A,0.867686769,#N/A
219050000135,ARGELIA,CAUCA,I.E. LA BELLEZA,Oficial,A,14,13,7633,220,31,0.5735,0.510813602,0.867672168,0.650661923
205147000147,CAREPA,ANTIOQUIA,I. E. R. LA CADENA,Oficial,A,24,23,8103,213,31,0.51075,0.488247379,0.867657104,0.622218161
305380000542,LA ESTRELLA,ANTIOQUIA,COLEGIO SANTA TERESITA DEL NIÑO JESUS,Privado,A,44,43,982,296,44,0.68525,0.769678036,0.867647059,0.774191698
308758002793,SOLEDAD,ATLANTICO,COLEGIO SAGRADA SABIDURIA,Privado,A,44,44,1017,295,45,0.66775,0.792215125,0.867647059,0.775870728
441799000322,TELLO,HUILA,IE SAN ANDRES,Oficial,A,47,47,6187,236,36,0.556,#N/A,0.867647059,#N/A
220770000386,SAN MARTÍN,CESAR,I.E. LA CURVA,Oficial,A,37,37,6188,236,36,0.5675,0.575194883,0.867647059,0.670113981
105001013072,MEDELLÍN,ANTIOQUIA,INST EDUC MAESTRO PEDRO NEL GOMEZ,Oficial,A,48,46,3273,261,38,0.585,0.529925172,0.86761427,0.66084648
183001000826,FLORENCIA,CAQUETA,ANTONIO RICAURTE,Oficial,A,45,42,4926,247,35,0.573,0.476370748,0.867612293,0.638994347
215572000393,PUERTO BOYACÁ,BOYACA,IE PUERTO PINZON,Oficial,A,9,8,8450,207,28,0.569,0.445139949,0.867612293,0.627250747
168524000111,PALMAS DEL SOCORRO,SANTANDER,COLEGIO DEPARTAMENTAL LA INMACULADA,Oficial,A,32,33,3532,259,41,0.60625,#N/A,0.867604167,#N/A
205212000222,COPACABANA,ANTIOQUIA,I. E. R. GRANIZADA,Oficial,A,17,15,4159,253,34,0.57025,0.553206062,0.867595819,0.66368396
111001098850,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO DON BOSCO IV (IED),Oficial,A,77,77,4684,249,38,0.6005,0.667044306,0.867595819,0.711713375
315172000020,CHINAVITA,BOYACA,I.E. TECNICA NUESTRA SEÑORA DE NAZARETH,Oficial,A,35,35,4685,249,38,0.574,0.449564409,0.867595819,0.630386743
215804000204,TIBANÁ,BOYACA,IE SUPANECA,Oficial,A,19,19,4686,249,38,0.61825,0.57380565,0.867595819,0.68655049
311001095469,BOGOTÁ D.C.,BOGOTÁ D.C.,GIMN PSICOPEDAG SUBA,Privado,A,36,33,1675,280,39,0.62875,0.753681533,0.867554859,0.749995464
252001003568,NARIÑO,NARIÑO,INSTITUCION EDUCATIVA JUAN PABLO II,Oficial,A,57,54,2958,264,38,0.58125,0.572379716,0.867549669,0.673726462
105315000021,GUADALUPE,ANTIOQUIA,I. E.  LUIS LOPEZ DE MESA,Oficial,A,48,47,6977,228,34,0.55725,0.453743156,0.867525445,0.626172867
250313000369,GRANADA,META,IE AGRICOLA LA HOLANDA,Oficial,A,74,73,2760,266,40,#N/A,#N/A,0.867514573,#N/A
311001000841,BOGOTÁ D.C.,BOGOTÁ D.C.,COL MONTFERRI,Privado,A,43,43,2013,275,42,0.66225,0.713657904,0.867507886,0.747805263
211102000995,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO BOSANOVA (IED),Oficial,A,89,88,4304,252,38,0.56375,0.484551112,0.86749322,0.638598111
205148000469,EL CARMEN DE VIBORAL,ANTIOQUIA,I. E.R. LA AURORA,Oficial,A,36,35,1875,277,41,0.6,0.577586412,0.867487771,0.681691394
219698000629,SANTANDER DE QUILICHAO,CAUCA,INSTITUCION EDUCATIVA AGROPECUARIA LAS AVES,Oficial,A,31,29,8220,211,30,0.52275,0.421249795,0.867487619,0.603829138
323001006910,MONTERÍA,CORDOBA,GIMNASIO PLAZA FELIZ,#N/A,A,9,8,1304,288,39,0.735,#N/A,0.867482161,#N/A
325473000551,MOSQUERA,CUNDINAMARCA,INSTITUTO TECNOLOGICO DE OCCIDENTE,Privado,A,22,21,4803,248,36,0.61875,0.633957322,0.867477593,0.706728305
376109003522,BUENAVENTURA,VALLE,CENTRO EDUCATIVO SANTA ELENA,Privado,A,22,22,7931,216,33,0.52925,0.545106936,0.86746988,0.647275605
252835001058,SAN ANDRÉS DE TUMACO,NARIÑO,I.E. FRANCISCO JOSE DE CALDAS,Oficial,A,21,21,7932,216,33,#N/A,0.453586324,0.86746988,#N/A
168001004580,BUCARAMANGA,SANTANDER,I E PILOTO SIMON BOLIVAR,Oficial,A,58,56,1749,279,41,0.627,0.686105378,0.867456897,0.726854092
163272000278,FILANDIA,QUINDIO,LICEO ANDINO DE LA SANTISIMA TRINIDAD,Oficial,A,50,49,5612,241,36,0.539,0.457313124,0.867436823,0.621249982
376001042700,CALI,VALLE,CENTRO ETNOEDUCATIVO ANTONIO MACEO,Privado,A,106,104,6390,234,35,0.70725,0.670688041,0.867433541,0.748457194
219001004044,POPAYÁN,CAUCA,LAS MERCEDES,Oficial,A,28,27,7791,218,32,0.52775,0.385981226,0.867428571,0.593719932
147170000022,CHIVOLO,MAGDALENA,INSTITUCION EDUCATIVA DEPARTAMENTAL TECNICA AGROPECUARIA SAN JUDAS TADEO,Oficial,A,71,63,8452,207,28,0.50325,0.407042901,0.867425832,0.592572911
205036000083,ANGELÓPOLIS,ANTIOQUIA,I. E. LOS ANGELES,Oficial,A,18,18,6894,229,35,0.5765,#N/A,0.867424242,#N/A
111769000956,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO PRADO VERANIEGO (IED),Oficial,A,119,113,2363,270,39,0.6215,0.715381289,0.867422697,0.734767995
213433000238,MAHATES,BOLIVAR,I.E.T. AGROINDUSTRIAL DE MALAGANA,Oficial,A,112,110,8461,207,31,0.491,0.397182155,0.867421969,0.585201374
105079000082,BARBOSA,ANTIOQUIA,I. E.  LUIS EDUARDO ARIAS REINEL,Oficial,A,91,90,2853,265,40,0.585,0.541693862,0.867411277,0.664701713
368307000714,GIRÓN,SANTANDER,COLEGIO NIÑO JESUS DE PRAGA,Privado,A,36,36,485,314,48,0.71125,0.686564287,0.867403315,0.755072534
385440000192,VILLANUEVA,CASANARE,I.E. NUESTRA SEÑORA DE LOS DOLORES MANARE,Oficial,A,108,104,2756,266,39,0.6075,0.588778718,0.867395264,0.687891327
108001078998,BARRANQUILLA,ATLANTICO,INSTITUCION EDUCATIVA DISTRITAL SANTA MARIA,Oficial,A,90,89,8170,212,32,0.53575,0.550516176,0.867395264,0.65122048
247318000790,GUAMAL,MAGDALENA,INSTITUCION EDUCATIVA DEPARTAMENTAL NICOLAS MEJIA MENDEZ,Oficial,A,44,37,8329,209,27,0.54575,0.434322143,0.867392142,0.615821428
111001075663,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO ESTRELLA DEL SUR (IED),Oficial,A,92,92,5490,242,37,0.54975,0.43143913,0.867383513,0.616190881
173001005733,IBAGUÉ,TOLIMA,INST EDUC ANTONIO REYES UMAÑA,Oficial,A,55,55,5491,242,37,0.5705,0.4161997,0.867383513,0.618027738
115822000152,TOTA,BOYACA,IE JORGE ELIECER GAITAN,Oficial,A,52,52,5492,242,37,0.56875,0.42096041,0.867383513,0.619031308
125793000160,TAUSA,CUNDINAMARCA,I.E.D. INTEGRADA DE TAUSA,Oficial,A,56,55,2652,267,40,0.63075,0.674649254,0.867380177,0.72425981
123466000021,MONTELÍBANO,CORDOBA,I.E. SAN BERNARDO,Oficial,A,115,114,4424,251,38,0.5615,0.524347035,0.867368738,0.651071924
227787001127,TADÓ,CHOCO,IE NUESTRA SEÑORA DE FATIMA,Oficial,A,43,42,9016,188,28,0.50225,0.369316753,0.867355728,0.579640827
111001045730,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO EL PARAISO DE MANUELA BELTRAN (IED),Oficial,A,93,93,3962,255,39,0.57025,0.48284901,0.867346939,0.64014865
252788000099,TANGUA,NARIÑO,INSTITUCION EDUCATIVA ALBERTO QUIJANO GUERRERO,Oficial,A,21,21,3963,255,39,0.57275,#N/A,0.867346939,#N/A
215189000061,CIÉNEGA,BOYACA,I.E. SANTO DOMINGO SAVIO,Oficial,A,14,14,3964,255,39,0.622,0.50333643,0.867346939,0.664227789
366001006911,PEREIRA,RISARALDA,I.E. LICEO PANAMERICANO,Privado,A,8,8,3965,255,39,0.62975,0.639350875,0.867346939,0.712149271
185263000269,PORE,CASANARE,IE RAFAEL URIBE URIBE,Oficial,A,92,89,4414,251,37,0.579,0.572880395,0.867338466,0.673072954
111102000265,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO LUIS LOPEZ DE MESA (IED),Oficial,A,224,222,4425,251,38,0.5835,0.527606742,0.867338112,0.659481618
125377000398,LA CALERA,CUNDINAMARCA,INSTITUCION EDUCATIVA INTEGRADO LA CALERA,Oficial,A,110,108,2657,267,40,0.62525,0.637302415,0.867337874,0.709963429
227361000662,EL CANTÓN DEL SAN PABLO,CHOCO,IE DE TARIDO,Oficial,A,8,7,9031,187,25,0.5345,#N/A,0.867334906,#N/A
311769000785,BOGOTÁ D.C.,BOGOTÁ D.C.,LIC GLOBERTH MIXTO,Privado,A,56,56,2563,268,41,0.63975,0.760002486,0.867313916,0.755688801
205308000452,GIRARDOTA,ANTIOQUIA,I. E. SAN ANDRES,Oficial,A,24,24,2564,268,41,0.592,0.582145754,0.867313916,0.680486557
313001007244,CARTAGENA DE INDIAS,BOLIVAR,INST. JUAN JACOBO ROUSSEAU NO.2,Privado,A,17,18,3214,262,43,#N/A,0.487124038,0.867309547,#N/A
176001020359,CALI,VALLE,INSTITUCION EDUCATIVA RAFAEL NAVIA VARON,Oficial,A,153,151,2220,272,41,0.63275,0.685736624,0.867297292,0.728594639
270215001099,EL ROBLE,SUCRE,INST EDUC SAN MATEO,Oficial,A,49,50,2572,268,42,0.60225,0.605238676,0.867281106,0.691589927
111001012602,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO ATANASIO GIRARDOT (IED),Oficial,A,158,152,2757,266,39,0.6125,0.698607953,0.867275368,0.726127774
105001010928,MEDELLÍN,ANTIOQUIA,CENT EDUCAL DON BOSCO,Privado,A,24,23,2643,267,39,0.625,0.554991992,0.867238562,0.682410185
168001004342,BUCARAMANGA,SANTANDER,IE.TECNOLG.SALESIANO ELOY VALENZUELA,Oficial,A,167,165,915,298,45,0.6305,0.707562494,0.867233463,0.735098652
352835002130,SAN ANDRÉS DE TUMACO,NARIÑO,IE. NUESTRA SEÑORA DE LAS LAJAS,Privado,A,11,11,665,307,47,0.681,#N/A,0.867231638,#N/A
111001012611,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO BRAVO PAEZ (IED),Oficial,A,137,130,4675,249,36,0.56575,0.495772886,0.867230119,0.642917668
105042000180,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA,I. E. SAN LUIS GONZAGA,Oficial,A,123,118,4181,253,37,0.57675,0.471853542,0.867227362,0.638610301
223670000086,TUCHÍN,CORDOBA,INSTITUCION EDUCATIVA BARBACOA,Oficial,A,28,28,8349,209,32,0.52675,0.459996597,0.867219917,0.617988838
115753000013,SOATÁ,BOYACA,IE JUAN JOSE RONDON,Oficial,A,68,67,3512,259,39,0.6005,0.580744155,0.867202921,0.682815692
220013022151,AGUSTÍN CODAZZI,CESAR,C.E. ALTO SICARARE,Oficial,A,9,8,7547,221,30,0.58025,#N/A,0.867197875,#N/A
168276000070,FLORIDABLANCA,SANTANDER,INSTITUTO EMPRESARIAL GABRIELA MISTRAL,Oficial,A,140,142,1276,289,45,0.653,0.637762992,0.867194183,0.719319058
105001016420,MEDELLÍN,ANTIOQUIA,INST EDUC TRICENTENARIO,Oficial,A,53,54,4698,249,39,0.5675,0.485891422,0.867138365,0.640176595
250001002291,VILLAVICENCIO,META,COL AGROPECUARIO LAS MERCEDES,Oficial,A,35,35,4818,248,38,0.58575,0.499358694,0.867132867,0.650747187
176895000044,ZARZAL,VALLE,IE ANTONIO NARIÑO,Oficial,A,25,25,4819,248,38,0.572,0.567116308,0.867132867,0.668749725
325286000637,FUNZA,CUNDINAMARCA,LICEO TECNICO COMERCIAL ALONSO DE OJEDA,Privado,A,28,27,2843,265,39,0.61025,0.679500834,0.867128759,0.718959865
108001003513,BARRANQUILLA,ATLANTICO,INST. EDUC. DIST. SANTA BERNARDITA (ANT. #104),Oficial,A,69,67,1234,290,43,0.66375,0.652714189,0.867127998,0.727864062
311001089884,BOGOTÁ D.C.,BOGOTÁ D.C.,LIC PEDAG MONTFORTIANO,Privado,A,20,18,3164,262,36,0.64925,#N/A,0.867114094,#N/A
376001014404,CALI,VALLE,CENTRO DOCENTE LICEO MARISOL,Privado,A,65,64,3513,259,39,0.671,0.733889707,0.867114094,0.7573346
168307000839,GIRÓN,SANTANDER,I.E. COLEGIO JUAN CRISTOBAL  MARTINEZ,Oficial,A,198,190,1687,280,41,0.60025,0.669758606,0.867113503,0.712374036
376001001132,CALI,VALLE,COL FUND STA ISABEL DE HUNGRIA - ALFONSO LOPEZ,Privado,A,261,261,3285,261,40,0.58925,0.524310462,0.867109635,0.660223365
183001001954,FLORENCIA,CAQUETA,BARRIOS UNIDOS DEL SUR,Oficial,A,33,33,3286,261,40,0.57425,0.423801676,0.867109635,0.621720437
286219000139,COLÓN,PUTUMAYO,I.E.R. ALBERTO LEON ROJAS,Oficial,A,12,11,6169,236,33,0.5715,0.485881996,0.867100372,0.641494123
105172001463,CHIGORODÓ,ANTIOQUIA,I.E. MUNICIPAL JOSE DE LOS SANTOS ZUÑIGA,Oficial,A,72,66,6172,236,33,0.53325,0.496770906,0.867100372,0.632373759
111001010251,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO VENECIA (IED),Oficial,A,206,200,3080,263,39,0.6005,0.615985282,0.867099595,0.694528292
152001001064,PASTO,NARIÑO,I.E.M. TECNICO INDUSTRIAL,Oficial,A,212,210,1882,277,42,0.61575,0.710059484,0.867096469,0.730968651
111001104264,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO GERARDO MOLINA RAMIREZ (IED),Oficial,A,240,233,3081,263,39,0.60525,0.646277746,0.867094371,0.706207372
213430003066,MAGANGUÉ,BOLIVAR,I.E. NUESTRA SEÑORA DEL CARMEN DE BARBOSA,Oficial,A,81,79,8401,208,31,0.501,0.497673686,0.867090242,0.62192131
311769003300,BOGOTÁ D.C.,BOGOTÁ D.C.,COL JONATHAN SWIFT,Privado,A,22,22,1355,287,44,0.70825,#N/A,0.867069486,#N/A
105088000389,BELLO,ANTIOQUIA,IE SANTA CATALINA,Oficial,A,68,65,1622,281,41,0.6285,0.700416549,0.867053343,0.731989964
313001001068,CARTAGENA DE INDIAS,BOLIVAR,COL. EUCARISTICO DE SANTA TERESA,Privado,A,60,56,797,302,43,0.67275,0.685710971,0.86705314,0.741838037
113244000591,EL CARMEN DE BOLÍVAR,BOLIVAR,I.E. ESPIRITU SANTO,Oficial,A,56,52,5710,240,34,0.5625,0.598888556,0.867049009,0.676145855
105284000214,FRONTINO,ANTIOQUIA,I. E.  MANUEL ANTONIO TORO,Oficial,A,28,27,3600,258,38,0.59825,0.607642937,0.86703668,0.690976539
215820000087,TÓPAGA,BOYACA,IE VADO CASTRO,Oficial,A,19,18,4674,249,36,0.5915,0.503003629,0.867036011,0.653846547
176001040101,CALI,VALLE,INSTITUCION EDUCATIVA ALFONSO LOPEZ PUMAREJO,Oficial,A,178,176,4426,251,38,#N/A,0.575291284,0.867034719,#N/A
276001022232,CALI,VALLE,INSTITUCION EDUCATIVA GOLONDRINAS,Oficial,A,25,24,2755,266,39,0.6035,0.684077295,0.867016393,0.718197896
111001008389,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO TECNICO DOMINGO FAUSTINO SARMIENTO  (IED),Oficial,A,106,97,2205,272,38,0.62625,0.679656061,0.867011564,0.724305875
223570000241,PUEBLO NUEVO,CORDOBA,INST EDU EL POBLADO,Oficial,A,45,44,6388,234,35,0.566,0.477347676,0.866997109,0.636781595
376001016920,CALI,VALLE,LIC PORVENIR,Privado,A,61,60,3514,259,39,0.6185,0.733398072,0.866982066,0.739626713
215212000112,COPER,BOYACA,I.E. SAN MIGUEL,Oficial,A,8,7,3254,261,35,0.57725,#N/A,0.866976351,#N/A
213001001632,CARTAGENA DE INDIAS,BOLIVAR,INSTITUCION EDUCATIVA DE LETICIA,Oficial,A,16,16,9003,189,29,0.48075,#N/A,0.866972477,#N/A
311001039984,BOGOTÁ D.C.,BOGOTÁ D.C.,INST CULT CIUDAD KENNEDY,Privado,A,25,27,1831,278,47,0.60125,#N/A,0.866953846,#N/A
213667001092,EL PEÑÓN,BOLIVAR,I.E. DE EL PEÑONCITO,Oficial,A,21,21,7995,215,33,0.512,0.466148822,0.866935484,0.615028102
315646000522,SAMACÁ,BOYACA,COL SAGRADO CORAZON DE JESUS,Privado,A,17,16,352,320,46,0.70525,0.742282883,0.866923819,0.771485567
125873000209,VILLAPINZÓN,CUNDINAMARCA,I.E.D. ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA,Oficial,A,158,150,3186,262,38,0.683,0.650720263,0.866919831,0.733546698
215778000047,SUTATENZA,BOYACA,I.E. LOS NARANJOS,Oficial,A,13,13,5616,241,37,0.6135,0.48492109,0.866906475,0.655109188
105308000059,GIRARDOTA,ANTIOQUIA,COLEGIO NUESTRA SEÑORA DEL ROSARIO,Privado,A,25,24,1097,293,43,0.655,0.776629321,0.866904762,0.766178028
308433000816,MALAMBO,ATLANTICO,ESCUELA METROPOLITANA DE MALAMBO,Privado,A,61,66,6819,230,39,0.5835,0.50994091,0.86690231,0.65344774
376001028065,CALI,VALLE,COLEGIO LAS PALMAS,Privado,A,23,23,4062,254,39,#N/A,#N/A,0.866894198,#N/A
141872000227,VILLAVIEJA,HUILA,IE GABRIEL PLAZAS,Oficial,A,19,19,4063,254,39,0.54875,0.491683928,0.866894198,0.635776042
313430000983,MAGANGUÉ,BOLIVAR,INST TEC CULT DIOCESANO,Privado,A,106,107,1888,277,43,0.61,0.683328454,0.866892689,0.720073714
123660000911,SAHAGÚN,CORDOBA,INSTITUCION EDUCATIVA SIMON BOLIVAR,Oficial,A,69,67,4678,249,37,0.57525,0.527308337,0.866879497,0.656479278
170124000265,CAIMITO,SUCRE,INST EDUC SAN JUAN BAUTISTA,Oficial,A,71,70,7256,225,34,0.52,0.490071789,0.866876937,0.625649576
247318000188,GUAMAL,MAGDALENA,INSTITUCION EDUCATIVA DEPARTAMENTAL RURAL LA RINCONADA,Oficial,A,24,23,6607,232,34,0.546,0.509356753,0.866854637,0.64073713
219137000883,CALDONO,CAUCA,I.E. LOS COMUNEROS,Oficial,A,48,47,3393,260,39,#N/A,0.584387732,0.866847826,#N/A
195001002843,SAN JOSÉ DEL GUAVIARE,GUAVIARE,I.E. MANUELA BELTRAN,Oficial,A,81,83,6400,234,37,0.54475,0.412503354,0.86683978,0.608031044
205120000081,CÁCERES,ANTIOQUIA,I. E. GUARUMO,Oficial,A,33,32,3832,256,38,0.56725,0.557566579,0.866831581,0.66388272
376001000608,CALI,VALLE,CORPORACION EDUCATIVA ADVENTISTA- CÁMBULOS,Privado,A,28,26,585,310,44,0.66,0.74368693,0.866828087,0.756838339
311001032572,BOGOTÁ D.C.,BOGOTÁ D.C.,GIMN IMPERIAL IGNACIA CAMACHO DE CIFUENTES,Privado,A,19,20,2488,269,44,0.61625,#N/A,0.866823609,#N/A
247692000507,SAN SEBASTIÁN DE BUENAVISTA,MAGDALENA,INSTITUCION EDUCATIVA DEPARTAMENTAL RURAL SAN VALENTIN,Oficial,A,35,31,7548,221,30,0.535,0.433592065,0.866818441,0.611803502
425175032704,CHÍA,CUNDINAMARCA,GIMNASIO LOS ANGELES APRENDER HACIENDO SAS,Privado,A,29,27,2635,267,38,0.65225,0.70594492,0.866817411,0.741670777
215516000305,PAIPA,BOYACA,I.E.T PANTANO DE VARGAS,Oficial,A,17,16,1804,278,40,0.61175,0.652470859,0.86681465,0.71034517
373449000049,MELGAR,TOLIMA,INST TEC EN SISTEMAS SANTA ROSA DE LIMA,Privado,A,29,27,1621,281,40,0.75,#N/A,0.866795574,#N/A
219760000193,SOTARA,CAUCA,I.E. EL CRUCERO,#N/A,A,10,11,6226,236,41,0.5805,#N/A,0.866787004,#N/A
205490000730,NECOCLÍ,ANTIOQUIA,I. E. R. SAN SEBASTIAN DE URABA,Oficial,A,24,21,8706,201,27,0.53,0.408877524,0.866776316,0.601884613
176109000800,BUENAVENTURA,VALLE,JOSE MARIA  CABAL,Oficial,A,151,143,8047,214,31,0.5045,0.511380545,0.866765779,0.627548775
205079000729,BARBOSA,ANTIOQUIA,I. E. R. BUGA,Oficial,A,110,107,8402,208,31,#N/A,#N/A,0.86675542,#N/A
111001011088,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO REPUBLICA DE PANAMA (IED),Oficial,A,35,30,4517,250,33,0.60525,0.441626819,0.866733973,0.637870264
311001097569,BOGOTÁ D.C.,BOGOTÁ D.C.,LIC LATINOAMERICANO DEL SUR,Privado,A,35,34,3191,262,39,0.6205,0.705078665,0.866729948,0.730769538
185400000131,TÁMARA,CASANARE,IE ARTURO SALAZAR MEJIA,#N/A,A,46,45,3394,260,39,#N/A,#N/A,0.866729679,#N/A
123189000469,CIÉNAGA DE ORO,CORDOBA,I.E. ALIANZA PARA EL PROGRESO,Oficial,A,54,50,5711,240,34,0.547,0.513357862,0.866720735,0.642359532
311001107335,BOGOTÁ D.C.,BOGOTÁ D.C.,INST PEDAG LA REAL SOCIEDAD,Privado,A,27,28,4707,249,40,0.57375,0.585809056,0.866717929,0.675425662
286568002602,PUERTO CAICEDO,PUTUMAYO,I.E. JOSE ANTONIO GALAN,Oficial,A,64,62,3833,256,38,0.56,0.476989794,0.866709184,0.634566326
168001003591,BUCARAMANGA,SANTANDER,IE TEC INEM CUSTODIO GARCÍA ROVIRA,Oficial,A,374,365,2084,274,41,0.601,0.605621735,0.866709108,0.691110281
125438000213,MEDINA,CUNDINAMARCA,I.E.D. ALONSO RONQUILLO,Oficial,A,52,50,3602,258,38,0.57775,0.473824374,0.866683992,0.639419455
388001000088,SAN ANDRÉS,SAN ANDRES,I.E. DE LA SAGRADA FAMILIA,Oficial,A,112,106,1536,283,41,0.59,0.614026976,0.86667769,0.690234888
225126000431,CAJICÁ,CUNDINAMARCA,I. E. D. RURAL ANTONIO NARIÑO,Oficial,A,82,82,2152,273,42,0.58075,0.591925573,0.866666667,0.679780747
111001001121,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO MARCO TULIO FERNANDEZ (IED),Oficial,A,81,81,2153,273,42,0.62675,0.668081792,0.866666667,0.720499486
252560000048,POTOSÍ,NARIÑO,INSTITUCION EDUCATIVA SAN ANTONIO DE PADUA,Oficial,A,10,10,2154,273,42,0.63,#N/A,0.866666667,#N/A
215776000091,SUTAMARCHÁN,BOYACA,IE PEDREGAL ALTO,Oficial,A,22,22,4941,247,38,0.58575,0.522005479,0.866666667,0.658140715
205686000924,SANTA ROSA DE OSOS,ANTIOQUIA,I.E.R. SAN ISIDRO,Oficial,A,17,17,4942,247,38,0.573,0.551177867,0.866666667,0.663614845
347001000951,SANTA MARTA,MAGDALENA,COL. ADVENTISTA MARCO FIDEL SUAREZ,#N/A,A,12,12,4943,247,38,0.6335,#N/A,0.866666667,#N/A
217446000038,MARULANDA,CALDAS,INSTITUCION EDUCATIVA MONTEBONITO,Oficial,A,11,11,4944,247,38,#N/A,#N/A,0.866666667,#N/A
163548000226,PIJAO,QUINDIO,INST PIJAO,Oficial,A,23,23,6392,234,36,0.5565,0.416206376,0.866666667,0.613124347
170771000030,SUCRE,SUCRE,INST EDUC NUESTRA SEÑORA DE LAS MERCEDES,Oficial,A,30,30,7563,221,34,0.58,0.627599049,0.866666667,0.691421905
270742000025,SAN LUIS DE SINCÉ,SUCRE,I.E.  COCOROTE,Oficial,A,8,8,7564,221,34,0.59825,0.584017865,0.866666667,0.682978177
213670001214,SAN PABLO,BOLIVAR,INSTITUCION EDUCATIVA DE CANALETAL,Oficial,A,7,7,7565,221,34,#N/A,#N/A,0.866666667,#N/A
205665000576,SAN PEDRO DE URABÁ,ANTIOQUIA,I. E. R. SANTA CATALINA,Oficial,A,120,112,8278,210,30,0.5465,0.40703702,0.866666667,0.606734562
213244000952,EL CARMEN DE BOLÍVAR,BOLIVAR,INSTITUCION EDUCATIVA CARACOLI,Oficial,A,36,36,8404,208,32,0.5235,0.429021549,0.866666667,0.606396072
244430000469,MAICAO,GUAJIRA,INSTITUCION EDUCATIVA NO. 12,Oficial,A,28,26,8824,197,28,0.4835,0.395075313,0.866666667,0.581747327
313001009328,CARTAGENA DE INDIAS,BOLIVAR,GIMN. MODERNO DE CARTAGENA,Privado,A,26,25,379,319,47,#N/A,0.790790669,0.866645649,#N/A
173504000330,ORTEGA,TOLIMA,INSTITUCION EDUCATIVA JHON F KENNEDY,Oficial,A,34,32,6884,229,33,0.53675,0.469743538,0.866636731,0.624376756
219824000061,TOTORÓ,CAUCA,INST EDUC JEBALA,Oficial,A,13,12,8969,191,27,0.4755,#N/A,0.866619619,#N/A
308758000014,SOLEDAD,ATLANTICO,INSTITUTO MONSALVE NEWLOVE,Privado,A,169,168,5493,242,37,0.517,0.706669013,0.8665988,0.696755937
217662000964,SAMANÁ,CALDAS,INSTITUCION EDUCATIVA FELIX NARANJO,Oficial,A,41,39,4929,247,36,0.56675,0.52200702,0.866586228,0.651781083
268689000871,SAN VICENTE DE CHUCURÍ,SANTANDER,CONCENTRACION DESARROLLO RURAL JOSE ANTONIO GALAN,Oficial,A,55,54,4305,252,38,0.59325,0.621483453,0.866583072,0.693772175
117653000124,SALAMINA,CALDAS,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR MARIA ESCOLASTICA,Oficial,A,22,20,5260,244,34,0.59975,0.625394042,0.866579464,0.697241169
111001032280,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO TECNICO TOMAS RUEDA VARGAS  (IED),Oficial,A,132,127,5275,244,36,0.55825,0.430864557,0.866558442,0.618557666
115001002751,TUNJA,BOYACA,INSTITUCION EDUCATIVA JULIUS SIEBER,Oficial,A,40,36,2545,268,37,0.62325,0.505880483,0.866557377,0.665229287
276306000344,GINEBRA,VALLE,IE INMACULADA CONCEPCION,#N/A,A,80,81,3846,256,40,#N/A,#N/A,0.866554054,#N/A
152227000028,CUMBAL,NARIÑO,INSTITUCION EDUCATIVA DIVINO NIÑO JESUS,Oficial,A,87,83,4180,253,37,0.5805,0.496226724,0.866547761,0.647758162
315778000181,SUTATENZA,BOYACA,IE TEC SAN BARTOLOME,Oficial,A,30,27,5816,239,33,0.604,0.504043404,0.866544118,0.658195841
152233000013,CUMBITARA,NARIÑO,INSTITUCION EDUCATIVA SAN PEDRO,Oficial,A,39,38,4053,254,38,0.613,#N/A,0.866526168,#N/A
108001001821,BARRANQUILLA,ATLANTICO,ESCUELA NORMAL SUPERIOR LA HACIENDA,Oficial,A,196,194,1275,289,44,0.63825,0.735491339,0.866519581,0.74675364
111001100072,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO SANTIAGO DE LAS ATALAYAS (IED),Oficial,A,112,111,1580,282,43,0.6655,0.713261334,0.866510989,0.748424108
